LEVEL,Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2018-2019 Pass Rate,2019-2020 Pass Rate,2020-2021 Pass Rate,2018-2019 Adv Pass Rate,2019-2020 Adv Pass Rate,2020-2021 Adv Pass Rate,address,latitude,longitude,geoid
SCH,53.0,Loudoun County,80.0,Leesburg Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,52,,61,9,,13,Leesburg Elementary Loudoun County,39.1200046,-77.5493222,5101890
SCH,53.0,Loudoun County,430.0,Legacy Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,83,,92,19,,18,Legacy Elementary Loudoun County,38.9798848,-77.5262149,5101890
SCH,53.0,Loudoun County,560.0,Liberty Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,79,,80,17,,8,Liberty Elementary Loudoun County,38.912784,-77.538942,5101890
SCH,53.0,Loudoun County,290.0,Lincoln Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,100,,76,28,,12,Lincoln Elementary Loudoun County,39.1185251,-77.6966462,5101890
SCH,53.0,Loudoun County,860.0,Little River Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,85,,85,17,,11,Little River Elementary Loudoun County,38.8981807,-77.4994683,5101890
SCH,53.0,Loudoun County,780.0,Lovettsville Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,83,,76,10,,4,Lovettsville Elementary Loudoun County,39.2655653,-77.6403421,5101890
SCH,53.0,Loudoun County,500.0,Lowes Island Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,85,,86,34,,14,Lowes Island Elementary Loudoun County,39.0418647,-77.3496303,5101890
SCH,53.0,Loudoun County,130.0,Lucketts Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,78,,70,11,,9,Lucketts Elementary Loudoun County,39.213431,-77.5342919,5101890
SCH,53.0,Loudoun County,1030.0,Madison's Trust Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,84,,92,32,,15,Madison's Trust Elementary Loudoun County,38.9777078,-77.5445914,5101890
SCH,53.0,Loudoun County,70.0,Meadowland Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,59,,63,19,,7,Meadowland Elementary Loudoun County,39.0363147,-77.3712923,5101890
SCH,53.0,Loudoun County,1200.0,Middleburg Community Charter,Elem,KG,5.0,English: Reading,Gr 3,English Reading,90,,81,20,,0,Middleburg Community Charter Loudoun County,38.9711788,-77.735143,5101890
SCH,53.0,Loudoun County,910.0,Mill Run Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,88,,82,25,,20,Mill Run Elementary Loudoun County,39.0118285,-77.5156418,5101890
SCH,53.0,Loudoun County,380.0,Moorefield Station Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,82,,84,19,,9,Moorefield Station Elementary Loudoun County,38.9995258,-77.5057754,5101890
SCH,53.0,Loudoun County,980.0,Mountain View Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,72,,65,4,,3,Mountain View Elementary Loudoun County,39.156737,-77.731254,5101920
SCH,53.0,Loudoun County,270.0,Newton-Lee Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,82,,85,16,,5,Newton-Lee Elementary Loudoun County,39.0570604,-77.5034822,5101920
SCH,53.0,Loudoun County,340.0,Pinebrook Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,83,,82,19,,10,Pinebrook Elementary Loudoun County,38.912398,-77.5562114,5101920
SCH,53.0,Loudoun County,250.0,Potowmack Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,63,,66,11,,14,Potowmack Elementary Loudoun County,39.03947,-77.3951391,5101920
SCH,53.0,Loudoun County,40.0,Rolling Ridge Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,59,,39,8,,1,Rolling Ridge Elementary Loudoun County,39.0150252,-77.3844556,5101920
SCH,53.0,Loudoun County,550.0,Rosa Lee Carter Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,80,,84,20,,12,Rosa Lee Carter Elementary Loudoun County,38.9764341,-77.50332,5101920
SCH,53.0,Loudoun County,180.0,Round Hill Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,80,,76,16,,13,Round Hill Elementary Loudoun County,39.1444979,-77.7624685,5101920
SCH,53.0,Loudoun County,240.0,Sanders Corner Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,79,,83,20,,13,Sanders Corner Elementary Loudoun County,39.037795,-77.510445,5101920
SCH,53.0,Loudoun County,870.0,Seldens Landing Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,74,,69,20,,13,Seldens Landing Elementary Loudoun County,39.0836029,-77.501185,5101920
SCH,53.0,Loudoun County,690.0,Sterling Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,51,,49,3,,2,Sterling Elementary Loudoun County,39.0090064,-77.4024716,5101920
SCH,53.0,Loudoun County,350.0,Steuart W. Weller Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,82,,69,16,,9,Steuart W. Weller Elementary Loudoun County,39.041823,-77.454728,5101980
SCH,53.0,Loudoun County,10.0,Sugarland Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,61,,34,13,,0,Sugarland Elementary Loudoun County,39.0363224,-77.3831419,5101980
SCH,53.0,Loudoun County,750.0,Sully Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,33,,32,4,,6,Sully Elementary Loudoun County,38.9966352,-77.3984388,5101980
SCH,53.0,Loudoun County,280.0,Sycolin Creek Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,86,,76,30,,10,Sycolin Creek Elementary Loudoun County,39.0379039,-77.5776267,5102010
SCH,53.0,Loudoun County,700.0,Waterford Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,90,,78,28,,11,Waterford Elementary Loudoun County,39.187505,-77.605984,5102010
SCH,53.0,Loudoun County,1140.0,Waxpool Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,,,91,,,14,Waxpool Elementary Loudoun County,39.0160944,-77.5304006,5102010
SCH,54.0,Louisa County,660.0,Jouett Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,73,,66,13,,7,Jouett Elementary Louisa County,37.8973955,-77.8431102,5102010
SCH,54.0,Louisa County,80.0,Moss-Nuckols Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,72,,72,21,,13,Moss-Nuckols Elementary Louisa County,37.9560309,-78.0890769,5102070
SCH,54.0,Louisa County,610.0,Thomas Jefferson Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,74,,70,20,,7,Thomas Jefferson Elementary Louisa County,37.994428,-77.9624613,5102070
SCH,54.0,Louisa County,641.0,Trevilians Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,69,,71,10,,4,Trevilians Elementary Louisa County,38.0755767,-78.0999298,5102100
SCH,55.0,Lunenburg County,240.0,Kenbridge Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,61,,52,9,,2,Kenbridge Elementary Lunenburg County,36.9674377,-78.1232528,5102100
SCH,55.0,Lunenburg County,140.0,Victoria Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,83,,46,12,,0,Victoria Elementary Lunenburg County,36.9955093,-78.2248878,5102100
SCH,115.0,Lynchburg City,290.0,Bedford Hills Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,53,,49,13,,6,Bedford Hills Elementary Lynchburg City,37.4384561,-79.2110841,5102120
SCH,115.0,Lynchburg City,70.0,Dearington Elementary/Innovation,Elem,KG,5.0,English: Reading,Gr 3,English Reading,41,,43,9,,0,Dearington Elementary/Innovation Lynchburg City,37.4135027,-79.1634211,5102120
SCH,115.0,Lynchburg City,1102.0,Heritage Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,60,,45,6,,2,Heritage Elementary Lynchburg City,37.3621854,-79.2080683,5102190
SCH,115.0,Lynchburg City,360.0,Linkhorne Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,68,,35,8,,2,Linkhorne Elementary Lynchburg City,37.4185854,-79.1952216,5102190
SCH,115.0,Lynchburg City,330.0,Paul Munro Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,93,,76,34,,9,Paul Munro Elementary Lynchburg City,37.4514851,-79.2076192,5102190
SCH,115.0,Lynchburg City,270.0,Perrymont Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,61,,36,5,,8,Perrymont Elementary Lynchburg City,37.3894295,-79.1883012,5102190
SCH,115.0,Lynchburg City,190.0,Robert S. Payne Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,71,,61,32,,26,Robert S. Payne Elementary Lynchburg City,37.4055777,-79.151134,5102190
SCH,115.0,Lynchburg City,370.0,Sandusky Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,79,,57,23,,7,Sandusky Elementary Lynchburg City,37.3806976,-79.2037584,5102190
SCH,115.0,Lynchburg City,300.0,Sheffield Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,69,,46,8,,5,Sheffield Elementary Lynchburg City,37.3662035,-79.1897018,5102190
SCH,115.0,Lynchburg City,90.0,T.C. Miller Elementary for Innovation,Elem,KG,5.0,English: Reading,Gr 3,English Reading,58,,28,11,,6,T.C. Miller Elementary for Innovation Lynchburg City,37.3977732,-79.1668446,5102190
SCH,115.0,Lynchburg City,250.0,William M. Bass Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,68,,42,6,,3,William M. Bass Elementary Lynchburg City,37.3918131,-79.141076,5102190
SCH,56.0,Madison County,200.0,Waverly Yowell Elementary,Elem,3,5.0,English: Reading,Gr 3,English Reading,63,,51,7,,4,Waverly Yowell Elementary Madison County,38.3846369,-78.2523649,5102190
SCH,143.0,Manassas City,470.0,Baldwin Elementary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,58,,37,17,,2,Baldwin Elementary Manassas City,38.7488932,-77.4692809,5102190
SCH,143.0,Manassas City,60.0,George Carr Round Elementary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,49,,40,14,,3,George Carr Round Elementary Manassas City,38.7353469,-77.497352,5102190
SCH,143.0,Manassas City,310.0,Jennie Dean Elementary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,41,,38,5,,2,Jennie Dean Elementary Manassas City,38.7457028,-77.4891593,5102190
SCH,143.0,Manassas City,20.0,Richard C. Haydon Elementary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,52,,37,8,,2,Richard C. Haydon Elementary Manassas City,38.7620446,-77.4906736,5102190
SCH,143.0,Manassas City,10.0,Weems Elementary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,53,,34,7,,2,Weems Elementary Manassas City,38.766346,-77.467625,5102190
SCH,144.0,Manassas Park City,420.0,Manassas Park Elementary,Elem,3,5.0,English: Reading,Gr 3,English Reading,61,,43,12,,6,Manassas Park Elementary Manassas Park City,38.7614935,-77.4229239,5102190
SCH,116.0,Martinsville City,222.0,Albert Harris Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,42,,31,3,,2,Albert Harris Elementary Martinsville City,36.692185,-79.8858406,5102190
SCH,116.0,Martinsville City,223.0,Patrick Henry Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,71,,28,14,,0,Patrick Henry Elementary Martinsville City,36.6852569,-79.8562088,5102190
SCH,57.0,Mathews County,291.0,Mathews Elementary,Elem,KG,4.0,English: Reading,Gr 3,English Reading,72,,70,31,,15,Mathews Elementary Mathews County,37.4346008,-76.3277406,5102190
SCH,58.0,Mecklenburg County,910.0,Chase City Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,61,,62,7,,4,Chase City Elementary Mecklenburg County,36.815567,-78.4694671,5102190
SCH,58.0,Mecklenburg County,1000.0,Clarksville Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,70,,71,17,,6,Clarksville Elementary Mecklenburg County,36.6014287,-78.563601,5102190
SCH,58.0,Mecklenburg County,1020.0,LaCrosse Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,64,,77,5,,6,LaCrosse Elementary Mecklenburg County,36.6781255,-78.0812017,5102190
SCH,58.0,Mecklenburg County,190.0,South Hill Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,78,,70,21,,12,South Hill Elementary Mecklenburg County,36.7193206,-78.1603623,5102190
SCH,59.0,Middlesex County,291.0,Middlesex Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,63,,43,17,,0,Middlesex Elementary Middlesex County,37.5890579,-76.5034332,5102190
SCH,60.0,Montgomery County,902.0,Auburn Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,79,,55,18,,12,Auburn Elementary Montgomery County,37.0609322,-80.446096,5102190
SCH,60.0,Montgomery County,700.0,Belview Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,66,,49,18,,4,Belview Elementary Montgomery County,37.1707267,-80.511238,5102190
SCH,60.0,Montgomery County,740.0,Christiansburg Elementary,Elem,3,5.0,English: Reading,Gr 3,English Reading,64,,69,8,,7,Christiansburg Elementary Montgomery County,37.134667,-80.4165367,5102190
SCH,60.0,Montgomery County,30.0,Eastern Montgomery Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,57,,21,16,,2,Eastern Montgomery Elementary Montgomery County,37.1992599,-80.2330585,5102190
SCH,60.0,Montgomery County,600.0,Falling Branch Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,83,,63,17,,9,Falling Branch Elementary Montgomery County,37.1257715,-80.3716592,5102190
SCH,60.0,Montgomery County,750.0,Gilbert Linkous Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,83,,73,29,,14,Gilbert Linkous Elementary Montgomery County,37.2370834,-80.4257431,5102190
SCH,60.0,Montgomery County,10.0,Harding Avenue Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,74,,89,13,,20,Harding Avenue Elementary Montgomery County,37.2344678,-80.4111121,5102220
SCH,60.0,Montgomery County,901.0,Kipps Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,84,,71,23,,15,Kipps Elementary Montgomery County,37.2162879,-80.4564002,5102220
SCH,60.0,Montgomery County,730.0,Margaret Beeks Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,74,,73,23,,15,Margaret Beeks Elementary Montgomery County,37.214363,-80.4059933,5102250
SCH,60.0,Montgomery County,210.0,Prices Fork Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,62,,69,10,,15,Prices Fork Elementary Montgomery County,37.2100106,-80.4866696,5102250
SCH,62.0,Nelson County,10.0,Rockfish River Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,65,,44,22,,4,Rockfish River Elementary Nelson County,37.9448245,-78.8381964,5102250
SCH,62.0,Nelson County,20.0,Tye River Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,54,,46,16,,4,Tye River Elementary Nelson County,37.7100373,-78.9126583,5102250
SCH,63.0,New Kent County,180.0,George W. Watkins Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,74,,67,12,,6,George W. Watkins Elementary New Kent County,37.5294873,-77.0981794,5102250
SCH,63.0,New Kent County,10.0,New Kent Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,78,,69,21,,9,New Kent Elementary New Kent County,37.5142745,-76.9835983,5102250
SCH,117.0,Newport News City,1404.0,Achievable Dream Academy,Elem,PK,5.0,English: Reading,Gr 3,English Reading,63,,36,6,,3,Achievable Dream Academy Newport News City,36.9761153,-76.4129329,5102250
SCH,117.0,Newport News City,1250.0,B.C. Charles Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,54,,48,20,,4,B.C. Charles Elementary Newport News City,37.0943755,-76.5347428,5102250
SCH,117.0,Newport News City,1170.0,Carver Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,47,,25,11,,0,Carver Elementary Newport News City,37.0275501,-76.4459415,5102250
SCH,117.0,Newport News City,50.0,David A. Dutrow Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,54,,56,2,,5,David A. Dutrow Elementary Newport News City,37.1429283,-76.5535869,5102250
SCH,117.0,Newport News City,1398.0,Deer Park Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,87,,56,19,,6,Deer Park Elementary Newport News City,37.0726623,-76.4753637,5102250
SCH,117.0,Newport News City,130.0,Discovery STEM Academy,Elem,KG,5.0,English: Reading,Gr 3,English Reading,40,,33,3,,0,Discovery STEM Academy Newport News City,36.9827446,-76.4032892,5102250
SCH,117.0,Newport News City,1407.0,General Stanford Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,77,,69,17,,9,General Stanford Elementary Newport News City,37.1573354,-76.5706449,5102250
SCH,117.0,Newport News City,70.0,George J. McIntosh Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,44,,33,7,,4,George J. McIntosh Elementary Newport News City,37.1478336,-76.5291254,5102250
SCH,117.0,Newport News City,1210.0,Hidenwood Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,46,,42,7,,1,Hidenwood Elementary Newport News City,37.0654765,-76.5091152,5102250
SCH,117.0,Newport News City,1080.0,Hilton Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,80,,66,24,,5,Hilton Elementary Newport News City,37.0287788,-76.464249,5102250
SCH,117.0,Newport News City,300.0,Joseph H. Saunders Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,39,,25,9,,1,Joseph H. Saunders Elementary Newport News City,37.0868055,-76.4544323,5102250
SCH,117.0,Newport News City,1180.0,Katherine Johnson Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,49,,32,5,,1,Katherine Johnson Elementary Newport News City,37.18858,-76.570189,5102250
SCH,117.0,Newport News City,1290.0,Kiln Creek Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,72,,41,16,,6,Kiln Creek Elementary Newport News City,37.1221539,-76.4884694,5102250
SCH,117.0,Newport News City,310.0,Knollwood Meadows Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,76,,58,26,,13,Knollwood Meadows Elementary Newport News City,37.1277549,-76.5631525,5102250
SCH,117.0,Newport News City,200.0,L.F. Palmer Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,47,,40,5,,2,L.F. Palmer Elementary Newport News City,37.1073106,-76.4894733,5102250
SCH,117.0,Newport News City,1120.0,Newsome Park Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,26,,17,1,,4,Newsome Park Elementary Newport News City,36.9960279,-76.4230288,5102250
SCH,117.0,Newport News City,150.0,Oliver C. Greenwood Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,52,,51,13,,3,Oliver C. Greenwood Elementary Newport News City,37.1758266,-76.5267123,5102250
SCH,117.0,Newport News City,270.0,Richard T. Yates Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,67,,56,11,,7,Richard T. Yates Elementary Newport News City,37.0900177,-76.5036896,5102250
SCH,117.0,Newport News City,1230.0,Richneck Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,67,,52,12,,4,Richneck Elementary Newport News City,37.1564338,-76.5236922,5102250
SCH,117.0,Newport News City,1150.0,Riverside Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,59,,53,11,,6,Riverside Elementary Newport News City,37.055231,-76.4969923,5102250
SCH,117.0,Newport News City,250.0,Sedgefield Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,41,,30,7,,0,Sedgefield Elementary Newport News City,37.041402,-76.450752,5102250
SCH,117.0,Newport News City,1240.0,Stony Run Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,38,,23,4,,0,Stony Run Elementary Newport News City,37.1312493,-76.55081,5102250
SCH,117.0,Newport News City,290.0,T. Ryland Sanford Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,54,,41,8,,0,T. Ryland Sanford Elementary Newport News City,37.1114407,-76.5441719,5102250
SCH,117.0,Newport News City,320.0,Willis A. Jenkins Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,52,,34,2,,2,Willis A. Jenkins Elementary Newport News City,37.1075896,-76.5218165,5102250
SCH,118.0,Norfolk City,185.0,Academy for Discovery at Lakewood,Combined,3,8.0,English: Reading,Gr 3,English Reading,90,,84,31,,14,Academy for Discovery at Lakewood Norfolk City,36.883767,-76.2631129,5102250
SCH,118.0,Norfolk City,250.0,Bay View Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,81,,64,28,,4,Bay View Elementary Norfolk City,36.9355756,-76.2358061,5102250
SCH,118.0,Norfolk City,40.0,Camp Allen Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,67,,44,6,,2,Camp Allen Elementary Norfolk City,36.9285864,-76.2967778,5102250
SCH,118.0,Norfolk City,220.0,Chesterfield Academy Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,49,,36,4,,0,Chesterfield Academy Elementary Norfolk City,36.8441856,-76.2513984,5102250
SCH,118.0,Norfolk City,550.0,Coleman Place Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,53,,39,6,,3,Coleman Place Elementary Norfolk City,36.8695068,-76.2408835,5102250
SCH,118.0,Norfolk City,560.0,Crossroads Elementary,Combined,PK,8.0,English: Reading,Gr 3,English Reading,54,,44,10,,8,Crossroads Elementary Norfolk City,36.9182422,-76.2513672,5102250
SCH,118.0,Norfolk City,90.0,Ghent K-8,Combined,KG,8.0,English: Reading,Gr 3,English Reading,95,,67,21,,17,Ghent K-8 Norfolk City,36.864525,-76.2998572,5102250
SCH,118.0,Norfolk City,420.0,Granby Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,61,,40,7,,4,Granby Elementary Norfolk City,36.9079409,-76.2811281,5102250
SCH,118.0,Norfolk City,610.0,Ingleside Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,69,,42,17,,4,Ingleside Elementary Norfolk City,36.8535271,-76.2381105,5102250
SCH,118.0,Norfolk City,430.0,Jacox Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,36,,22,0,,0,Jacox Elementary Norfolk City,36.8690709,-76.2700385,5102250
SCH,118.0,Norfolk City,131.0,James Monroe Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,29,,19,0,,3,James Monroe Elementary Norfolk City,36.8756894,-76.2902212,5102250
SCH,118.0,Norfolk City,790.0,Lake Taylor,Combined,KG,8.0,English: Reading,Gr 3,English Reading,,,52,,,4,Lake Taylor Norfolk City,36.8635067,-76.2039509,5102250
SCH,118.0,Norfolk City,210.0,Larchmont Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,93,,72,42,,23,Larchmont Elementary Norfolk City,36.8907724,-76.300502,5102250
SCH,118.0,Norfolk City,670.0,Larrymore Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,81,,55,25,,9,Larrymore Elementary Norfolk City,36.9123004,-76.2215189,5102250
SCH,118.0,Norfolk City,520.0,Lindenwood Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,22,,30,2,,0,Lindenwood Elementary Norfolk City,36.8690709,-76.2700385,5102250
SCH,118.0,Norfolk City,682.0,Little Creek Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,66,,46,9,,2,Little Creek Elementary Norfolk City,36.9174407,-76.2075626,5102250
SCH,118.0,Norfolk City,460.0,Mary Calcott Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,72,,70,22,,15,Mary Calcott Elementary Norfolk City,36.9357161,-76.258412,5102250
SCH,118.0,Norfolk City,620.0,Norview Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,69,,31,10,,0,Norview Elementary Norfolk City,36.8971173,-76.2394995,5102250
SCH,118.0,Norfolk City,190.0,Ocean View Elementary,Elem,KG,5.0,English: Reading,Gr 3,English Reading,61,,53,7,,6,Ocean View Elementary Norfolk City,36.9550829,-76.2616567,5102250
SCH,118.0,Norfolk City,630.0,Oceanair Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,51,,37,9,,1,Oceanair Elementary Norfolk City,36.941896,-76.2512283,5102250
SCH,118.0,Norfolk City,480.0,Richard Bowling Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,31,,19,0,,1,Richard Bowling Elementary Norfolk City,36.8562383,-76.2564435,5102250
SCH,118.0,Norfolk City,850.0,Sewells Point Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,80,,57,21,,13,Sewells Point Elementary Norfolk City,36.9226043,-76.3142376,5102250
SCH,118.0,Norfolk City,650.0,Sherwood Forest Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,67,,46,9,,0,Sherwood Forest Elementary Norfolk City,36.8769141,-76.238223,5102250
SCH,118.0,Norfolk City,770.0,Southside STEM Academy at Campostella,Combined,KG,8.0,English: Reading,Gr 3,English Reading,40,,25,2,,0,Southside STEM Academy at Campostella Norfolk City,36.8301082,-76.2597801,5102250
SCH,118.0,Norfolk City,820.0,St. Helena Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,40,,22,7,,0,St. Helena Elementary Norfolk City,36.831314,-76.2845382,5102250
SCH,118.0,Norfolk City,500.0,Suburban Park Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,66,,37,18,,8,Suburban Park Elementary Norfolk City,36.905775,-76.2680076,5102250
SCH,118.0,Norfolk City,100.0,Tanners Creek Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,67,,37,10,,0,Tanners Creek Elementary Norfolk City,36.9001683,-76.2330677,5102250
SCH,118.0,Norfolk City,800.0,Tarrallton Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,70,,49,11,,5,Tarrallton Elementary Norfolk City,36.9259016,-76.2213047,5102250
SCH,118.0,Norfolk City,780.0,Tidewater Park Elementary,Elem,3,5.0,English: Reading,Gr 3,English Reading,53,,20,2,,0,Tidewater Park Elementary Norfolk City,36.8502763,-76.2775755,5102250
SCH,118.0,Norfolk City,150.0,Walter Herron Taylor Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,89,,67,32,,14,Walter Herron Taylor Elementary Norfolk City,36.8688383,-76.3045574,5102280
SCH,118.0,Norfolk City,471.0,Willard Model Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,68,,36,13,,0,Willard Model Elementary Norfolk City,36.888091,-76.2669471,5102280
SCH,118.0,Norfolk City,759.0,old Fairlawn Elementary,Elem,3,5.0,English: Reading,Gr 3,English Reading,65,,,9,,,old Fairlawn Elementary Norfolk City,36.8573166,-76.1936801,5102280
SCH,65.0,Northampton County,452.0,Kiptopeke Elementary,Elem,PK,6.0,English: Reading,Gr 3,English Reading,51,,54,9,,4,Kiptopeke Elementary Northampton County,37.4036867,-75.9104101,5102280
SCH,65.0,Northampton County,451.0,Occohannock Elementary,Elem,PK,6.0,English: Reading,Gr 3,English Reading,66,,59,7,,9,Occohannock Elementary Northampton County,37.5211639,-75.8154373,5102310
SCH,66.0,Northumberland County,331.0,Northumberland Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,81,,53,17,,5,Northumberland Elementary Northumberland County,40.9025993,-76.8108978,5102310
SCH,119.0,Norton City,40.0,Norton Elementary,Elem,PK,7.0,English: Reading,Gr 3,English Reading,73,,73,11,,9,Norton Elementary Norton City,36.941675,-82.6223293,5102340
SCH,67.0,Nottoway County,340.0,Blackstone Primary,Elem,PK,4.0,English: Reading,Gr 3,English Reading,68,,49,15,,8,Blackstone Primary Nottoway County,,,5102340
